x,y
-9.663453102111816406e-01,1.442109048366546631e-01
-1.241489410400390625e+00,-3.751839697360992432e-01
-1.211870312690734863e+00,-2.887362241744995117e-01
-1.232186913490295410e+00,-5.605436116456985474e-02
-9.018225669860839844e-01,9.013427048921585083e-02
-9.546766281127929688e-01,1.558501422405242920e-01
-1.227362394332885742e+00,-3.417766094207763672e-01
-1.204022169113159180e+00,-3.042257949709892273e-02
-1.208780407905578613e+00,-3.228207305073738098e-02
-7.226520180702209473e-01,-3.211103677749633789e-01
-1.308048725128173828e+00,-9.972387552261352539e-02
-1.160813927650451660e+00,-4.300729930400848389e-01
-8.435361981391906738e-01,5.257399380207061768e-02
-1.214732170104980469e+00,-1.117726191878318787e-01
-9.096257686614990234e-01,-3.821898400783538818e-01
-7.320877313613891602e-01,-4.742294922471046448e-02
-7.872906327247619629e-01,-2.114415317773818970e-01
-1.045867443084716797e+00,1.501302421092987061e-01
-1.212457060813903809e+00,-2.789787948131561279e-03
-8.752350807189941406e-01,9.815749526023864746e-02
-7.402560114860534668e-01,-3.933967649936676025e-01
-1.198798894882202148e+00,-3.888865411281585693e-01
-1.188724517822265625e+00,-3.754319846630096436e-01
-7.897008061408996582e-01,-1.869626343250274658e-01
-6.904922723770141602e-01,-2.374226152896881104e-01
-1.077136158943176270e+00,3.203263133764266968e-02
-7.989299893379211426e-01,-2.794695794582366943e-01
-9.874004125595092773e-01,-4.292271733283996582e-01
-1.203614711761474609e+00,-3.019559979438781738e-01
-7.511338591575622559e-01,-2.746916413307189941e-01
-7.086476683616638184e-01,-2.698271274566650391e-01
-8.450194001197814941e-01,8.274143189191818237e-02
-7.169522643089294434e-01,-4.354555904865264893e-02
-1.222753643989562988e+00,-3.123514354228973389e-02
-8.849999308586120605e-01,8.190380036830902100e-02
-1.069329857826232910e+00,1.021494492888450623e-01
-1.274074435234069824e+00,-1.904669106006622314e-01
-1.203537702560424805e+00,-3.612326830625534058e-02
-9.767097234725952148e-01,2.221637070178985596e-01
-9.972767829895019531e-01,-3.959696888923645020e-01
-1.143234133720397949e+00,-7.018977403640747070e-02
-7.902046442031860352e-01,-1.795602142810821533e-01
-1.275903463363647461e+00,-2.080244570970535278e-01
-7.076112031936645508e-01,-1.944667845964431763e-01
-1.221393346786499023e+00,-2.639541029930114746e-01
-7.285097837448120117e-01,-2.761716023087501526e-02
-7.494992017745971680e-01,-2.538371980190277100e-01
-1.172765374183654785e+00,-2.043236419558525085e-02
-1.042946577072143555e+00,-4.131627678871154785e-01
-1.225456237792968750e+00,6.239005178213119507e-02
-1.328636407852172852e+00,-2.948372066020965576e-01
-6.859441995620727539e-01,-2.567624747753143311e-01
-8.486006259918212891e-01,-2.737915515899658203e-01
-1.279616236686706543e+00,-1.606183052062988281e-01
-7.141589522361755371e-01,-1.903605908155441284e-01
-7.549696564674377441e-01,-3.295706212520599365e-01
-7.651525139808654785e-01,-2.692987918853759766e-01
-1.023018717765808105e+00,-3.848393261432647705e-01
-8.765662312507629395e-01,1.395663619041442871e-02
-1.098681569099426270e+00,-3.882755637168884277e-01
-8.131315708160400391e-01,-3.212589025497436523e-01
-7.513137459754943848e-01,-1.931058466434478760e-01
-1.069464325904846191e+00,7.407885789871215820e-02
-7.281407713890075684e-01,-3.596439659595489502e-01
-6.582713723182678223e-01,-1.902312040328979492e-01
-1.043889284133911133e+00,1.108093038201332092e-01
-1.225762128829956055e+00,-8.475109934806823730e-03
-9.632202982902526855e-01,1.269325166940689087e-01
-1.078938722610473633e+00,-3.943917453289031982e-01
-9.544064998626708984e-01,7.020543515682220459e-02
-7.946078181266784668e-01,-2.333076298236846924e-01
-1.225601315498352051e+00,2.442996948957443237e-02
-8.914501667022705078e-01,6.282628327608108521e-02
-1.179553031921386719e+00,-4.147678911685943604e-01
-1.184249401092529297e+00,-3.530879914760589600e-01
-1.063628792762756348e+00,1.246464923024177551e-01
-1.236620783805847168e+00,-3.939238488674163818e-01
-7.087798714637756348e-01,-1.578425765037536621e-01
-1.262400269508361816e+00,8.925722911953926086e-03
-1.028455138206481934e+00,1.211148872971534729e-01
-9.996243715286254883e-01,-4.697903096675872803e-01
-1.179888963699340820e+00,-3.359748721122741699e-01
-7.509340643882751465e-01,-2.815743088722229004e-01
-1.249186515808105469e+00,-1.437555253505706787e-02
-8.710622787475585938e-01,-4.933305978775024414e-01
-9.570748209953308105e-01,-4.434998929500579834e-01
-1.135171175003051758e+00,-4.733267426490783691e-01
-8.787441849708557129e-01,2.099187672138214111e-02
-8.288293480873107910e-01,1.947009935975074768e-03
-8.956738114356994629e-01,-4.261542260646820068e-01
-1.162233114242553711e+00,-3.883022367954254150e-01
-1.156890034675598145e+00,-3.324054777622222900e-01
-1.195199251174926758e+00,2.649731934070587158e-02
-8.143661618232727051e-01,-3.636457026004791260e-01
-1.037003993988037109e+00,1.407791376113891602e-01
-7.342402935028076172e-01,-1.194186061620712280e-01
-1.107687830924987793e+00,-9.070658683776855469e-02
-9.857612252235412598e-01,-4.034858345985412598e-01
-1.267383813858032227e+00,-3.803411126136779785e-01
-1.282588243484497070e+00,-2.901693284511566162e-01
-1.131146073341369629e+00,1.104257628321647644e-01
-1.255518674850463867e+00,-3.963824808597564697e-01
-1.226858496665954590e+00,4.740173742175102234e-02
-1.015231251716613770e+00,-4.223420619964599609e-01
-1.084559559822082520e+00,8.512977510690689087e-02
-8.126769661903381348e-01,3.227241337299346924e-02
-1.196684598922729492e+00,-2.244742214679718018e-01
-7.554291486740112305e-01,-2.584256529808044434e-01
-9.768139719963073730e-01,-3.980742394924163818e-01
-8.499688506126403809e-01,1.509408466517925262e-02
-1.122651219367980957e+00,-2.959997579455375671e-02
-1.157049179077148438e+00,-4.131769835948944092e-01
-8.729515671730041504e-01,1.292525976896286011e-01
-8.015781044960021973e-01,-1.340920105576515198e-02
-1.290359735488891602e+00,-5.724475532770156860e-02
-1.278099656105041504e+00,-2.043459713459014893e-01
-7.889981269836425781e-01,3.518993034958839417e-03
-8.188927769660949707e-01,6.625977903604507446e-02
-6.811855435371398926e-01,-1.451708078384399414e-01
-1.093808889389038086e+00,-4.056013226509094238e-01
-8.041902780532836914e-01,-2.752504050731658936e-01
-1.193333983421325684e+00,-2.308214083313941956e-02
-1.214465975761413574e+00,-1.125642359256744385e-01
-7.626228928565979004e-01,-1.557506471872329712e-01
-9.826142787933349609e-01,1.533076018095016479e-01
-9.042536616325378418e-01,-3.767296075820922852e-01
-1.065274834632873535e+00,-5.033572316169738770e-01
-7.761227488517761230e-01,1.775834411382675171e-01
-7.786405086517333984e-01,-1.586817353963851929e-01
-7.299045324325561523e-01,-2.664635777473449707e-01
-1.207906603813171387e+00,1.074267402291297913e-01
-8.250150680541992188e-01,6.940146535634994507e-02
-1.212792038917541504e+00,-6.583635509014129639e-02
-1.005437612533569336e+00,3.196948766708374023e-02
-1.098121762275695801e+00,8.548638224601745605e-02
-1.100216627120971680e+00,-4.527573883533477783e-01
-1.299926042556762695e+00,-1.571237146854400635e-01
-9.527127742767333984e-01,1.948428452014923096e-01
-1.024926781654357910e+00,4.866260662674903870e-02
-7.628973722457885742e-01,-3.233802616596221924e-01
-1.273035645484924316e+00,-3.882384300231933594e-02
-1.017398357391357422e+00,1.196612566709518433e-01
-7.592987418174743652e-01,-2.116529643535614014e-01
-9.235466718673706055e-01,7.532043755054473877e-02
-1.117754936218261719e+00,1.540610492229461670e-01
-1.083651065826416016e+00,-4.239216148853302002e-01
-1.289923310279846191e+00,-2.937492430210113525e-01
-8.964836001396179199e-01,8.514646440744400024e-02
-8.357495069503784180e-01,-1.231554895639419556e-01
-8.323736190795898438e-01,-3.177051544189453125e-01
-9.687604904174804688e-01,1.370313167572021484e-01
-7.217107415199279785e-01,-3.019022643566131592e-01
-1.224579453468322754e+00,-3.117357790470123291e-01
-1.240311622619628906e+00,1.092864871025085449e-01
-8.868761062622070312e-01,-4.623099863529205322e-01
-8.920641541481018066e-01,-3.014654815196990967e-01
-1.197044491767883301e+00,-2.998877167701721191e-01
-1.101684689521789551e+00,-3.659565448760986328e-01
-9.521280527114868164e-01,-4.637702703475952148e-01
-1.033188462257385254e+00,1.512861251831054688e-02
-7.013132572174072266e-01,-1.338584125041961670e-01
-1.145886540412902832e+00,-2.997466623783111572e-01
-1.082011580467224121e+00,-3.791666626930236816e-01
-6.870948672294616699e-01,-8.104549720883369446e-03
-6.930651664733886719e-01,2.423603646457195282e-02
-7.362608313560485840e-01,-2.528457045555114746e-01
-1.217914819717407227e+00,-2.046602964401245117e-01
-1.057695031166076660e+00,8.215866237878799438e-02
-7.132247686386108398e-01,-2.391288429498672485e-01
-9.087917208671569824e-01,9.417483210563659668e-02
-1.226688146591186523e+00,-3.901805281639099121e-01
-1.285453557968139648e+00,-3.149858117103576660e-01
-8.376265764236450195e-01,-4.391158223152160645e-01
-7.367051839828491211e-01,-2.561846002936363220e-02
-9.497489929199218750e-01,9.750961512327194214e-02
-8.206816911697387695e-01,8.406203985214233398e-02
-7.551853060722351074e-01,-3.151266574859619141e-01
-7.197744250297546387e-01,-1.806313917040824890e-02
-7.332977652549743652e-01,-3.387879580259323120e-02
-9.123287200927734375e-01,-1.079248636960983276e-02
-1.364739537239074707e+00,-1.845111101865768433e-01
-9.225391149520874023e-01,8.010133355855941772e-02
-9.407206177711486816e-01,-4.351488649845123291e-01
-7.577702999114990234e-01,-2.886730134487152100e-01
-9.356890320777893066e-01,8.838687092065811157e-02
-1.120656132698059082e+00,-3.140407800674438477e-01
-8.422927856445312500e-01,-2.946057915687561035e-01
-1.123621582984924316e+00,9.462495148181915283e-02
-1.084960341453552246e+00,3.997270017862319946e-02
-7.768632769584655762e-01,-1.269941627979278564e-01
-1.095070600509643555e+00,-3.656415343284606934e-01
-1.199934482574462891e+00,-3.921822309494018555e-01
-1.026060342788696289e+00,-3.447502553462982178e-01
-8.122531771659851074e-01,6.360298395156860352e-02
-8.994513750076293945e-01,4.559634625911712646e-02
-1.297604799270629883e+00,-3.106515109539031982e-01
-8.153334259986877441e-01,5.966835096478462219e-02
-7.102087736129760742e-01,-3.235769271850585938e-01
-8.596808910369873047e-01,-3.945726454257965088e-01
-1.221921920776367188e+00,-1.574818491935729980e-01
-1.098919749259948730e+00,-3.481284379959106445e-01
-8.523895740509033203e-01,1.594342850148677826e-02
-7.483140230178833008e-01,-2.138632833957672119e-01
-1.211173534393310547e+00,5.857670307159423828e-02
-8.102149963378906250e-01,3.431765362620353699e-02
-1.278793573379516602e+00,-7.889566570520401001e-02
-1.109082937240600586e+00,-2.818926051259040833e-02
-1.203159451484680176e+00,-1.644469499588012695e-01
-1.130324840545654297e+00,8.884643018245697021e-02
-1.174554944038391113e+00,-2.201703190803527832e-01
-1.227063894271850586e+00,2.665686979889869690e-02
-1.263018608093261719e+00,-9.529857337474822998e-02
-1.248363256454467773e+00,-3.269023895263671875e-01
-1.048288106918334961e+00,1.293261647224426270e-01
-1.185606002807617188e+00,1.004839390516281128e-01
-9.083382487297058105e-01,-4.427729845046997070e-01
-7.195844650268554688e-01,-6.534698605537414551e-02
-9.127222299575805664e-01,9.537464380264282227e-02
-9.494721293449401855e-01,-4.182469546794891357e-01
-1.237937092781066895e+00,-4.381284117698669434e-03
-1.289522528648376465e+00,-9.017786383628845215e-02
-1.253944754600524902e+00,-9.510284662246704102e-02
-1.221257090568542480e+00,-3.110256493091583252e-01
-1.142228841781616211e+00,-2.299348637461662292e-02
-1.237596273422241211e+00,7.377397269010543823e-03
-1.202561497688293457e+00,7.209464674815535545e-04
-1.091082453727722168e+00,8.313202857971191406e-02
-1.274153113365173340e+00,-1.955261826515197754e-02
-1.060046553611755371e+00,1.203317642211914062e-01
-9.663440585136413574e-01,-5.242611765861511230e-01
-1.238499402999877930e+00,-2.285647541284561157e-01
-7.684099674224853516e-01,4.060245305299758911e-02
-1.305217504501342773e+00,-2.041462957859039307e-01
-1.240959286689758301e+00,-1.737008541822433472e-01
-7.571634650230407715e-01,-2.809425592422485352e-01
-7.721694707870483398e-01,-5.274945497512817383e-02
-1.002561569213867188e+00,2.424105703830718994e-01
-1.262355804443359375e+00,-3.079307079315185547e-01
-1.209641814231872559e+00,-1.858974993228912354e-01
-1.202568292617797852e+00,1.496439799666404724e-02
-1.247344255447387695e+00,-8.433029055595397949e-02
-8.252168297767639160e-01,-2.202399373054504395e-01
-1.201873898506164551e+00,-1.669170260429382324e-01
-7.450128793716430664e-01,-2.310503870248794556e-01
-1.111560940742492676e+00,-4.372939467430114746e-03
-1.018280386924743652e+00,-4.412805736064910889e-01
-6.917206048965454102e-01,-3.471183776855468750e-02
-1.094870209693908691e+00,-3.712184727191925049e-01
-8.838813304901123047e-01,1.049920320510864258e-01
-1.092919945716857910e+00,9.455019235610961914e-02
-1.190864562988281250e+00,6.352953612804412842e-02
-1.224560737609863281e+00,-2.688366770744323730e-01
-1.011132240295410156e+00,-4.356911480426788330e-01
-1.131936669349670410e+00,-4.057770967483520508e-01
-8.229076266288757324e-01,-4.755386412143707275e-01
-8.749992847442626953e-01,1.374655961990356445e-02
-1.149310708045959473e+00,6.720066815614700317e-02
-1.199383854866027832e+00,-3.166770935058593750e-01
-7.964618206024169922e-01,-3.315993845462799072e-01
-9.785986542701721191e-01,1.177195012569427490e-01
-9.624983668327331543e-01,-3.100089728832244873e-01
-1.025198101997375488e+00,-4.493815600872039795e-01
-1.276781558990478516e+00,-3.698586225509643555e-01
-1.151305913925170898e+00,-2.462079226970672607e-01
-6.320844292640686035e-01,-2.701242268085479736e-01
-9.097149372100830078e-01,7.690701633691787720e-02
-9.743648767471313477e-01,-3.396315276622772217e-01
-1.241122841835021973e+00,8.591015636920928955e-02
-1.134734511375427246e+00,-3.834488689899444580e-01
-1.310274124145507812e+00,3.138452023267745972e-02
-7.472248077392578125e-01,-2.695208191871643066e-01
-8.240414857864379883e-01,-3.796620666980743408e-01
-1.056993842124938965e+00,-3.951388299465179443e-01
-1.276640892028808594e+00,-1.261584460735321045e-01
-1.336713433265686035e+00,-3.065368235111236572e-01
-7.473784089088439941e-01,5.302423238754272461e-02
-8.387393355369567871e-01,-2.852958440780639648e-01
-9.226470589637756348e-01,-3.941871821880340576e-01
-1.069850921630859375e+00,1.309959590435028076e-02
-1.312929987907409668e+00,-2.614279091358184814e-01
-1.295619368553161621e+00,-3.056237697601318359e-01
-8.034193515777587891e-01,-1.764317750930786133e-01
-8.903877735137939453e-01,-3.662012815475463867e-01
-1.233008265495300293e+00,9.698962792754173279e-03
-1.316223025321960449e+00,-1.777879744768142700e-01
-8.398569822311401367e-01,-3.258460164070129395e-01
-1.053288459777832031e+00,-4.167482852935791016e-01
-1.118690967559814453e+00,1.388190090656280518e-01
-8.525322675704956055e-01,-2.200424671173095703e-03
-8.229970335960388184e-01,-3.802019655704498291e-01
-8.539966940879821777e-01,-3.932371139526367188e-01
-1.299728870391845703e+00,-9.838711470365524292e-02
-1.080938220024108887e+00,-3.960973322391510010e-01
-1.237765431404113770e+00,-1.918985992670059204e-01
-7.211880087852478027e-01,-1.543254256248474121e-01
-1.271237850189208984e+00,-3.469588458538055420e-01
-1.224277853965759277e+00,-3.031224906444549561e-01
-9.228640794754028320e-01,1.783935576677322388e-01
-8.967056274414062500e-01,1.248655095696449280e-01
-1.031573891639709473e+00,1.128273457288742065e-01
-1.062374353408813477e+00,-3.744996786117553711e-01
-9.688085317611694336e-01,-3.394569754600524902e-01
-9.556364417076110840e-01,6.370984762907028198e-02
-9.474304914474487305e-01,-5.367604494094848633e-01
-1.280984163284301758e+00,3.783965855836868286e-02
-9.378863573074340820e-01,-3.839944899082183838e-01
-7.925066947937011719e-01,-1.743741929531097412e-01
-7.782943844795227051e-01,-2.740436196327209473e-01
-1.262218713760375977e+00,-9.644408524036407471e-02
-1.069719195365905762e+00,-3.956400454044342041e-01
-1.031859397888183594e+00,-4.407524466514587402e-01
-9.341762065887451172e-01,-4.537841379642486572e-01
-1.267887711524963379e+00,-8.690127730369567871e-02
-7.627576589584350586e-01,-2.139285206794738770e-03
-1.126555562019348145e+00,2.576382271945476532e-02
-1.089368343353271484e+00,1.628820300102233887e-01
-7.473754882812500000e-01,-8.296586573123931885e-02
-1.135890841484069824e+00,-3.623780794441699982e-03
-1.074481010437011719e+00,-3.753777146339416504e-01
-7.968267202377319336e-01,-2.508776821196079254e-02
-6.923968195915222168e-01,-4.304074496030807495e-02
-1.043402552604675293e+00,1.304779648780822754e-01
-6.625655293464660645e-01,2.431750670075416565e-02
-7.668145895004272461e-01,-2.216074615716934204e-01
-9.214366078376770020e-01,5.239537730813026428e-02
-8.234641551971435547e-01,-2.099990248680114746e-01
-1.149502396583557129e+00,-4.154442250728607178e-01
-8.032079339027404785e-01,-2.943844199180603027e-01
-1.006027340888977051e+00,-3.426489233970642090e-01
-6.800375580787658691e-01,-1.549515575170516968e-01
-8.960301280021667480e-01,1.971028372645378113e-02
-1.134119629859924316e+00,-3.005146086215972900e-01
-1.284081935882568359e+00,-1.922809928655624390e-01
-1.162819147109985352e+00,-2.822724878787994385e-01
-9.001577496528625488e-01,4.751121252775192261e-02
-1.040013432502746582e+00,1.061500906944274902e-01
-8.848291635513305664e-01,1.242162883281707764e-01
-9.303408265113830566e-01,-4.273846745491027832e-01
-1.233189582824707031e+00,-4.280650615692138672e-01
-1.066783785820007324e+00,-3.771844208240509033e-01
-7.993663549423217773e-01,-3.618759512901306152e-01
-8.351287245750427246e-01,-3.144204616546630859e-01
-1.022764682769775391e+00,-4.813584983348846436e-01
-7.689896225929260254e-01,-4.030319452285766602e-01
-6.556829810142517090e-01,-3.280181586742401123e-01
-1.092183470726013184e+00,5.818441882729530334e-02
-1.059545516967773438e+00,-4.229282736778259277e-01
-1.148949265480041504e+00,5.280110985040664673e-02
-1.255435585975646973e+00,-8.681690692901611328e-02
-8.057979345321655273e-01,-1.230966299772262573e-02
-7.918847799301147461e-01,5.200986191630363464e-02
-7.174414992332458496e-01,-9.193887561559677124e-02
-1.193029880523681641e+00,-2.650363445281982422e-01
-7.333219051361083984e-01,-9.612242877483367920e-02
-9.850986599922180176e-01,-4.480042755603790283e-01
-7.876540422439575195e-01,-2.997203469276428223e-01
-7.920512557029724121e-01,-1.876568496227264404e-01
-1.071495294570922852e+00,-4.374825656414031982e-01
-1.294672250747680664e+00,-2.678601145744323730e-01
-1.081058144569396973e+00,-3.586527109146118164e-01
-8.823738098144531250e-01,-4.377070665359497070e-01
-1.211557507514953613e+00,4.580479860305786133e-02
-1.010028243064880371e+00,-4.978595972061157227e-01
-6.349041461944580078e-01,-2.876704335212707520e-01
-1.144708395004272461e+00,-6.631936877965927124e-02
-1.249132394790649414e+00,-3.383114039897918701e-01
-1.112421035766601562e+00,7.424730807542800903e-02
-9.472641944885253906e-01,-3.760270774364471436e-01
-1.091605424880981445e+00,-3.639847934246063232e-01
-6.984862685203552246e-01,-1.758426576852798462e-01
-1.308223605155944824e+00,-4.776919260621070862e-02
-9.480083584785461426e-01,-5.020951032638549805e-01
-8.476520776748657227e-01,1.224471479654312134e-01
-9.026669859886169434e-01,2.575423941016197205e-02
-8.182787299156188965e-01,-8.246733248233795166e-02
-7.301944494247436523e-01,-2.332519590854644775e-01
-7.849533557891845703e-01,-1.800453364849090576e-01
-7.970572710037231445e-01,-3.952874243259429932e-01
-8.865699172019958496e-01,1.284139156341552734e-01
-7.151524424552917480e-01,-1.494066715240478516e-01
-7.094975709915161133e-01,-2.727946639060974121e-01
-1.233368754386901855e+00,7.700049877166748047e-02
-1.190661907196044922e+00,-3.260932266712188721e-01
-1.247926115989685059e+00,-1.907993257045745850e-01
-1.146028280258178711e+00,-4.009562432765960693e-01
-8.715395331382751465e-01,4.635984450578689575e-02
-1.034100055694580078e+00,-4.553682506084442139e-01
-7.803866863250732422e-01,9.687678515911102295e-02
-7.841691374778747559e-01,-7.472945004701614380e-02
-8.563717007637023926e-01,8.920252323150634766e-02
-1.088008403778076172e+00,5.792118608951568604e-02
-7.336440086364746094e-01,3.323249891400337219e-02
-7.529503703117370605e-01,-3.376653417944908142e-02
-7.647340893745422363e-01,-3.841661214828491211e-01
-7.335633635520935059e-01,-1.845089495182037354e-01
-8.017087578773498535e-01,-2.973713874816894531e-01
-1.307586669921875000e+00,-2.950087189674377441e-01
-1.142491817474365234e+00,-2.889285329729318619e-03
-1.151739358901977539e+00,-3.203936815261840820e-01
-1.190767645835876465e+00,-4.662212133407592773e-01
-1.169337153434753418e+00,-3.727176487445831299e-01
-6.821746826171875000e-01,-3.283456712961196899e-02
-7.680660486221313477e-01,-6.195279955863952637e-02
-1.132421851158142090e+00,-3.529022037982940674e-01
-1.196148276329040527e+00,8.385737240314483643e-02
-1.059740185737609863e+00,2.250986993312835693e-01
-6.914821863174438477e-01,-1.795831173658370972e-01
-1.096085071563720703e+00,3.095407038927078247e-02
-1.109212160110473633e+00,-4.609856307506561279e-01
-1.237849950790405273e+00,-3.378114402294158936e-01
-1.223857998847961426e+00,-3.316194117069244385e-01
-1.060075998306274414e+00,1.488807797431945801e-02
-9.971924424171447754e-01,-4.639120399951934814e-01
-8.273512125015258789e-01,-3.497182428836822510e-01
-8.849871158599853516e-01,3.003394603729248047e-02
-1.278758406639099121e+00,-2.616193592548370361e-01
-9.200378656387329102e-01,-4.573194980621337891e-01
-7.709872126579284668e-01,-3.358418643474578857e-01
-1.244571447372436523e+00,-1.776815950870513916e-01
-7.472040057182312012e-01,-6.312485784292221069e-02
-7.543444633483886719e-01,7.620209828019142151e-03
-1.001609802246093750e+00,7.348264753818511963e-02
-1.216696023941040039e+00,5.856713280081748962e-02
-8.009677529335021973e-01,-3.032323718070983887e-01
-1.223432302474975586e+00,-2.226633429527282715e-01
-1.128332614898681641e+00,4.723474383354187012e-02
-7.720657587051391602e-01,-2.127983607351779938e-02
-8.676178455352783203e-01,1.347787082195281982e-01
-1.210546016693115234e+00,-3.410955071449279785e-01
-1.216508030891418457e+00,-3.345197439193725586e-01
-8.929572701454162598e-01,3.381616994738578796e-02
-7.439175844192504883e-01,-2.335237711668014526e-02
-1.222539782524108887e+00,-1.263296231627464294e-03
-8.266333937644958496e-01,2.003483474254608154e-03
-1.086687326431274414e+00,9.401526302099227905e-02
-1.046275973320007324e+00,-3.721436262130737305e-01
-1.085043907165527344e+00,1.041166856884956360e-01
-9.171394109725952148e-01,-1.820097565650939941e-01
-1.029829502105712891e+00,1.241299510002136230e-01
-7.225719094276428223e-01,-3.145929574966430664e-01
-1.210305929183959961e+00,-2.037537992000579834e-01
-6.587343215942382812e-01,-2.465048879384994507e-01
-8.455622792243957520e-01,-1.508561670780181885e-01
-1.274212241172790527e+00,-9.264764934778213501e-02
-1.039249300956726074e+00,1.111245378851890564e-01
-9.876762032508850098e-01,-3.912901282310485840e-01
-8.471975326538085938e-01,-4.402045011520385742e-01
-7.616090774536132812e-01,-2.548572421073913574e-01
-8.698382377624511719e-01,-3.822063207626342773e-01
-7.993494868278503418e-01,7.269717007875442505e-02
-1.271739363670349121e+00,-1.188447624444961548e-01
-9.522517919540405273e-01,-3.872093558311462402e-01
-8.639523386955261230e-01,2.914914302527904510e-02
-1.242445588111877441e+00,-2.713207527995109558e-02
-1.200922727584838867e+00,-3.556894361972808838e-01
-1.199696421623229980e+00,-2.761523425579071045e-01
-1.062035799026489258e+00,-4.385007023811340332e-01
-7.761152982711791992e-01,-7.511670887470245361e-02
-8.055292367935180664e-01,-1.389750242233276367e-01
-8.480293750762939453e-01,-4.442870616912841797e-03
-8.535979390144348145e-01,2.833105623722076416e-03
-1.269530892372131348e+00,-2.851814031600952148e-01
-9.530225992202758789e-01,-4.356345832347869873e-01
-9.596384763717651367e-01,-3.948524296283721924e-01
-9.261956214904785156e-01,-4.966361820697784424e-01
-9.847482442855834961e-01,-4.555528759956359863e-01
-8.815228343009948730e-01,8.699633926153182983e-02
-8.247282505035400391e-01,8.478468656539916992e-02
-1.037524104118347168e+00,-5.363110303878784180e-01
-1.159258246421813965e+00,4.233572632074356079e-03
-1.130426406860351562e+00,-1.937761008739471436e-01
-1.058871030807495117e+00,6.037483364343643188e-02
-1.297075867652893066e+00,-2.294361144304275513e-01
-1.200673937797546387e+00,2.061277069151401520e-02
-8.125257492065429688e-01,6.103236228227615356e-02
-1.160146474838256836e+00,-4.186071455478668213e-01
-1.021493196487426758e+00,6.962299346923828125e-02
-6.574323177337646484e-01,-2.641445398330688477e-01
-1.213320851325988770e+00,-2.453750222921371460e-01
-7.660131454467773438e-01,-3.364172577857971191e-01
-1.070438146591186523e+00,5.669799074530601501e-02
-7.626649141311645508e-01,7.774280756711959839e-02
-8.922422528266906738e-01,-4.051612317562103271e-01
-1.290998101234436035e+00,-2.725152075290679932e-01
-1.156711220741271973e+00,6.359037756919860840e-02
